text,label
انخرشت خرشه صحيت الجيران كلهم 😭💔😭💔😭💔😭💔😭💔,fear
"يخوفني إني مازلت أواجهها بنفس العقليه .. https://t.co/gXJWKEs5Ws Aug 01, 2017",fear
"أشعر بخوف Jun 30, 2017",fear
"شغلت قصيده بالساوند والاتصال سيء ودخلت تويتر طولت مافتحت ونسيتها وفجأه يشتغل الصوت بغيت اطير من الخوف https://t.co/RnUW60ltZt Apr 01, 2017",fear
"الخوف مسيطر ع الناس اكثر https://t.co/N7oQj3C0r0 Aug 10, 2017",fear
"الدنيا صايره تخوف الواحد بس يدعي انه يطلع منها لا له ولاعليه . Jan 23, 2016",fear
"مااتابعها اصلاً من الخوف https://t.co/4PO7t6JWU2 Aug 01, 2016",fear
"
احلامي غريبة زي اليوم شفت اني بالعراق تحديداً بالموصل وانا بالحلم اقول يارب انه حلم من كثر الخوف اللي جاني اعوذ بالله ايش الاحلام ذي )' Nov 02, 2016",fear
"#وش_عندك_فوبيا_منه الصراصير كان خوف طبيعي بس تحول لفوبيا من بعد مالقيته متعلق على كتفي Jan 07, 2017",fear
"الخوف لسى موجود بس على ايش خايفه وشايله همه مدري! ويشفيكم . Mar 21, 2017",fear
"@lxw7y ياخوفي انتي منهم بس🚶🏻. Aug 31, 2017",fear
"اعداد ابراج المراقبه ب ازداد الوضع يخوف ي جماعة. Oct 12, 2017",fear
ريحة البخور تدخل في قلبي البهجة,happiness
مطر مره قوي عندنا بحي الوكره مع برد مبسوطة فرحانه ابتسامة,happiness
اشتريت لعمار هدية ردة فعلو تخليني مبسوطة شهر قدام قلب ازرق,happiness
مبسوط اني ختمت القران,happiness
"يارا احس اي وحدة اسمها كذا تكون كيوت ونعومة وكل حياتها بينك في بينك 💘😂 #اسم_وانطباعك_عنه Sep 21, 2016",happiness
"@Th_al7rbi الله يسعدك لي الشرف يا حبيبنا ويا صديقنا الايام العتيدة جايك عالخاص 👍 Nov 03, 2016 ",happiness
"يارب كل صديقاتي يتزوجون قبلي عشان انبسط واطقطق عليهم وانا اخر وحده ولا مره مره عانس 🏃🏼 Dec 29, 2016 ",happiness
"#قيادة_المرأه_للسياره الله يتمم لنا على خير 😻 https://t.co/tkn0q4oK6T May 09, 2017 ",happiness
"@sh5s الله يبارك فيك تستاهل الطيب خالد ❤ Oct 10, 2016",happiness
"@CelebsArabic يااااا بخته محظوووظ 😻 افضل فنان عندي 😭 Jan 31, 2017 ",happiness
"@yazan1430 الله يسعدك ابو يزن ويوفقك دوم 😘🌹 Oct 10, 2016 ",happiness
"ياعمري الحمدلله ان فيه كائنات لطيفه نحبها بشغف..القطط 💕 Jan 26, 2017 ",happiness
"@MissionNot وصباحك يا صديقي الغالي 😘🌹 Oct 16, 2016 ",happiness
"يسعد لي جوه هههههههههههههههههههههههههههههههههههه https://t.co/KMYcdwX1de Feb 17, 2017 ",happiness
"سعدت بتلبية دعوة وزارة العمل لمناسبة تدشين برنامج #طاقات ..@waleedalfarraj شطح وسأل وزير العمل هل صحيح أنك #نصراوي؟ https://t.co/VfybfKGWZd Jul 24, 2016 ",happiness
"@76_wx اجمل صباح فالدنيا Oct 17, 2017 ",happiness
"عسى ايامكم كلها افراح يالهلاليين 💙 Apr 21, 2017",happiness
"@Life_rights19 😂😂😂😂😂😂😂 دوم الضحكة يارب😁💖 Oct 25, 2017 ",happiness
"هالمقطع يذكرني بالخصم من الرواتب وايداعها كمساعدة و إعانة في حساب المواطن 😂😂😂 https://t.co/yv6w7tQhky Feb 08, 2017",happiness
"@ss10h ماني قادرة 😹😹😹😹😹😹😹😹😹😹😹😹 Feb 08, 2017 ",happiness
"@muhaalz الحلو فيه انه واقعي 😄 مشاهدة ممتعة 😁👋🏻 Jan 30, 2017 ",happiness
"#اكثر_شغله_تحبها من زمان وانا اتمنى هالاختراع يتحقق 👌🏻😄 https://t.co/h9qDKQruc7 Jan 30, 2017 ",happiness
"@aa1363 فلم سنمائي مو مسلسل طويل حول الساعتين 😻 Jan 30, 2017",happiness
"#اعظم_فيلم_شفتوه لمحبي الانمي الياباني الفلم الرهيب spirited away 😻 https://t.co/g8twVYvWG5 Jan 30, 2017",happiness
"@Y_Ammari أهلااااااا بالغالي يزيد نورت لك وحشه والله حبيبنا ربي يبارك فيك تسلم من ذوقك يا باش مهندس ❤ Oct 10, 2016",happiness
"@L1Noo11 مدري بس شفت الهاشتاق وعلقت 😁 Mar 04, 2017 ",happiness
"😹😹😹😹 حلوة دار الاوبرا للبعارين https://t.co/pSQfycXgnR Jan 30, 2017 ",happiness
"D51مافي اجمل من غسان كنفاني،في كل حالاتي اقرا له ومع ذلك نتيجة كلامه حلوه تخلي الشخص الزعلان يرضيه الكلام وخصوصاً منه. Jan 30, 2017 ",happiness
"والله خبر يفرح القلب .. Apr 22, 2017",happiness
"@zyad22291 صج والله 😂 Jan 27, 2017",happiness
"@MaimaniTahia الله يسلمك و يسعدك و يجمعني بك على خير 🌷🙂 Apr 18, 2017 ",happiness
"@youasa1 عامر باهلوو 😍 Sep 01, 2017 ",happiness
"#فرحتي_بنجاحي قاعد يقص عليهم 😹😹 https://t.co/eqFhVhoWIG Jan 19, 2017",happiness
"الحمدلله كما ينبغي لجلال وجهك الكريم نجحت وبتفوق 😻🎓 #فرحتي_بنجاحي Jan 19, 2017 ",happiness
"@arabqoute صارت لي ولبست بشاري ورفعت كفوفي ادعي وسبحان من زاحه عن طريقي 😻 Feb 05, 2017 ",happiness
"@fisalcs الله يبارك في كل أوقاتك حبيبي فيصل ❤😘 Sep 14, 2016",happiness
"اجازة سعيدة اتمناها للجميع .. Mar 30, 2017 ",happiness
"@Sa__1001 وانا حابه الصوره هذي https://t.co/vBXfWUhSYs May 22, 2017 ",happiness
"@Saudi3galPirate @iiibdrsattam @Eyaaaad رهيبة ضحكته Apr 22, 2017",happiness
"#حلم_تتمناه_في_الواقع احب القطط وانقذت قط عمره شهرين من الشارع الحين صار عمره قريب السنة بس انه needy كله يماوي كره… https://t.co/wcgyrtrx9h Feb 04, 2017 ",happiness
"@bror_20 ابشرك بأتم حال الحمدلله Feb 24, 2017",happiness
"@nadiahnadoshah @nooly1989 @_Areej_ @Ahmadooovich 😹😹 ماتشوفين شر عقبالنا 😅 Feb 03, 2017 ",happiness
"@sada111 @omar1scout شكرا على الملاحظة و لا تحرمونني من دعاءكم وفقنا الله جميعا لما يحب و يرضى وان يجعل عملنا خالص لوجهه الكريم ، تحياتي Mar 23, 2013 ",happiness
شعور حلو لأول مرا بحياتي استمتع بشكل فضيع بجلستي بتويتر واطول هنا فرح قلب مجروح,happiness
‏فعاليات يوم التأسيس تهبل مفترض تستمر أسبوع كامل,happiness
"@T00Fi هذاك ايام اللولو 😁 Feb 23, 2017",happiness
"@and3kl طيب مبروك Jul 26, 2016",happiness
"@shb3t_md7 @Fno_Muhammad @pury66_a الله يزوجك اياه😊 Feb 23, 2017 ",happiness
"يا ليلة العيد انستينا ،،عيدكم سعيد ومبارك 🌹 https://t.co/dpJqYd0vgW Jul 06, 2016",happiness
"مافي اجمل من غسان كنفاني،في كل حالاتي اقرا له ومع ذلك نتيجة كلامه حلوه تخلي الشخص الزعلان يرضيه الكلام وخصوصاً منه. Jan 30, 2017 ",happiness
"@Ivvmr9 والله ذكريات حلوه Oct 19, 2017 ",happiness
"@Guitara97 كنت احبها وانا صغيرة لأنو كتب الأطفال زمان كانت تحكي قصص عن حديقة الحيوان وهيك Oct 27, 2017 ",happiness
"@llife__ الله يسعدك May 11, 2017 ",happiness
"@ruba_0z انتي الافضل ف تويتر 😂💕 Jul 11, 2016",happiness
"انا من النوعية الي تواجه الخرشة برفسة 😹👏🏻 https://t.co/8BeLaFJJtM Feb 01, 2017 ",happiness
"@zyad22291 كبرت وسمنت 😃😹💔 Sep 29, 2016 ",happiness
يالله احس اني مبسوطه مرا يبكي,happiness
يالله مرا مبسوطه بحسها,happiness
"#اعظم_فيلم_شفتوه احب الافلام الي فيها غموض ولحسة مخ 😊 مثل فلم Shutter Island https://t.co/uaDKrITQhL Jan 30, 2017 ",happiness
"#احبوهم_قبل_ان_تفقدوهم امي فقط هي الانسانة الوحيدة الي اطلب من الله ان لا افقدها ويعل يومي قبل يومها ❤️ Feb 07, 2017 ",happiness
احب بنترست اعشق بنترست منقذي بكل شيء بالحياة بالجامعة بالملابس,happiness
"@shorta_mashaher @NawalElZoghbi كله حلو و جميل وعجبتني البلوزة نمبر 2 😻 Jan 27, 2017 ",happiness
"@shorta_mashaher @NawalElZoghbi اكثر فنانة لبنانية تعجبني كشختها و اناقتها 😻 Feb 04, 2017 ",happiness
"#قيادة_المرأة_اصبحت_قريبه #قيادة_المرأة_للسيارة السيارة الي حاطة عيني عليها من الحين 😻 https://t.co/YftSACb1D4 Mar 03, 2017",happiness
أحب كيف دلعت نفسي هالفتره وشريت كل شيء خاطري فيه ارتفع,happiness
احب اهلي كيف انهم م يخلوني شي بخاطري,happiness
"#لو_عندك_مليون_ريال اعطيهم ماماتي 🙂 Nov 21, 2016 ",happiness
"@adolee7 @i3lxil @ohg_01 @moka_1_ @777_7amed @htksa @KingSalman فيه العافية ياقلبي 😋 Mar 17, 2017",happiness
"حوار رائع: رؤية ٢٠٣٠ إلى أين ؟"" مع الكاتب الاقتصادي أ.فهد القاسم https://t.co/XP5aajZxqi Oct 05, 2016 
",happiness
"@zyad22291 يحليلها قطوتك جميلة 😻 Feb 03, 2017 ",happiness
"@jabertoon @makkahnp مبدع كالعادة 😀 Mar 14, 2017",happiness
"@abeeera5 ابدعتي https://t.co/w9uDtdZjqa Mar 13, 2017",happiness
"@nz5EYL19TKdX9ab الله يكثر من امثالك Mar 13, 2017",happiness
مرا احب اللي يحسن من نفسو وتفكيرو وشخصيتو كل مرا ويحاول يكون بأفضل حالاتو,happiness
أحب البحر مرا ودي انزل تصويري له بس مالي خلق,happiness
احب مرا علاقه الاصحاب ببعض ودايم يجذبوني اللي علاقتهم صحيه صدق انجذب لعلاقه الاصحاب مرا تعجبني,happiness
"@CelebsArabic نانسي و اصالة 💖💖💖 Mar 08, 2017",happiness
احب مرا كيف الواحد يمسك نفسه اذا عصب ويقدر يتحكم,happiness
احب الجري غير انه يحرق سعرات كثير و يزيد اللياقه بشكل عام و يحسن التنفس و يساعد القلب مرا ترتاحون نفسيا مدري كيف مقدر اشرح بس صدق مرا احبه,happiness
مرا كويس اني انسانه مااخاف من شيء ولا اخاف فقد شي اعرف اني بعيش الحياة اللي ابغاها وبتأقلم على اي حدث ممكن يمرني بالحياة احب كيف انا,happiness
اقول تراك مرا حلوه,happiness
اهخ زوجة اخوي كيوت مرا وهاديه احس كل شي تسويه سلوموشن,happiness
"@zyad22291 يحليلها 😸💖💞 Sep 29, 2016",happiness
"@xmbs_1 @EZainab97 @SuGaRx_WoRLD شكرا جزيلاً يا احلى متابعين 😻🌹 Feb 03, 2017",happiness
لبى الناس الي تقدر الهدايا,happiness
مبسوطه مره على نسبتي الحمدلله يارب,happiness
يا الله مرا ممتنه الحمدلله 💕,happiness
ممتنه للنعم اللي بحياتي شكرا يارب,happiness
انا مرا ممتنة للكم شخص اللي بحياتي ربي يديمهم كل سنيني وما يحرمني منهم احبكم يا اصحاب المواقف,happiness
دعيت لك أحسن شيء أسمعه وأكثر شيء يطيب خاطري,happiness
"@_S9199S @SuGaRx_WoRLD اي انا قلت بشوفه ونسيته عاد ان شاء الله اسهر عليه الليلة 😍 Feb 03, 2017",happiness
سبحان الله ربي يبارك لي في وقت رمضان بشكل مرا حلو الحمد لله دائما وابدا وفي كل حين,happiness
"انا ممتنة جداً للأحداث و المواقف السعيدة اللي صارت لي مؤخراً شيء يبعث البهجة و الفرح 🙏🏻❤ Mar 19, 2017",happiness
"@AbdlmjeedAlzhra يا مال العافية يا عبد المجيد اعتبرها وصلت والجايات اكثر الله يسعدك ???????? Oct 11, 2017",happiness
"@iAnas5 ههههههههههههههههههههههههههههههههه اهنييك 😂😂 May 01, 2016",happiness
"@1Khbtw6 يمه فديته يفداه الف شاحن Feb 12, 2017",happiness
"#مع_قرب_نهاية_السنه_اقول اشوى أنك حبيبي"" اي والله اشوى Sep 11, 2017",happiness
"وكم تمنيت لو للرقص تطلبني وحيرتني ذراعي أين ألقيها ❤ #صباح_الرقص . . https://t.co/BH5fTpvSPS Jul 26, 2017",happiness
"@s3000d_u الله يسعدك سعود😍 كانت طلعة لعمل ثلاث ايام ورجعت بسرعه، أسعد الاوقات شوفتك والله، ان شاء الله المره الجايه ابشر وانت اذا جيت علمني❤ Oct 18, 2016",happiness
"يسعد صباحكم حبايبي رايق لكم اليوم Jul 29, 2017 
",happiness
"@rovMUO اكثر والله :(💗 Apr 16, 2016",happiness
"نواف شي عجيب ياجماعه 😍😍 Sep 26, 2016",happiness
"@sohaib احسك فرحان مثلنا 😂😂 https://t.co/4eLKsZE5Hk Sep 26, 2017",happiness
"@nina_Q1 دوم يارب وان شاء الله يفوز الهلال بعد 😍 < ارل مره ادعي للهلال 😬 May 18, 2017",happiness
"@lpioe هههههههههههههه الله يسعدكم Nov 03, 2017",happiness
"@nanoy20 صباح النور لأهلي ووطني،،الله يسهل عليهم كل الأمور ويحفظهم من الشرور ويحقق امنياتهم وهم في أمان وعز وسرور Aug 13, 2015",happiness
"لرمضان لذة وللعيد حلاوة .. الحمدلله الذي أتم علينا الصيام وبلغنا فرحة العيد. تهنئة خاصة للمتابعين الأعزاء ، وتهنئة عامة لعموم المسلمين 🌹 Jul 16, 2015",happiness
"@nex_85 @WaleedSSH دام الله جابكم سوى الف مبروووووك والله تستاهلون May 18, 2017",happiness
"انتي اغلى من روحي علي الله يحفظك لي يامن الجنة تحت اقدامك💙 Dec 21, 2016",happiness
"@TalalAsmari @jawany ألف ألف مبروووووك عبدالله الله يجعلها فاتحة خير ومنها للأعلى ✔ Aug 17, 2016",happiness
"@Qlll2u جعل م يخق غيرك 💙😔 Nov 02, 2017",happiness
"@nmwnmwnmwnmwnmw انتي اجمل اخت بالدنيا Jan 11, 2017",happiness
"@iiq19_ @Mvhary فديتك يقلبي Nov 05, 2017",happiness
"@fasganoh رائع كعادتك ، شي جميل ،، باروح اشوفهن May 15, 2017",happiness
"البنات يبردون القلب 💘 Apr 12, 2017",happiness
"يارب مطر خير😍😍😍😍 Feb 07, 2017",happiness
"واخخييرا ميليسي 😍 Jan 28, 2017",happiness
"@Hawazen_x ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه احبك ياخي Oct 25, 2017",happiness
"@SamirAlBashiri @Twitter تستاهل ٥٠٠ مليون متابع وألف مبروك 😍 Jan 06, 2017",happiness
"@n00ly وأنا أحبك وربي 💋 Sep 20, 2017",happiness
"لما شفتها قلبي 3 دقات 🎵 https://t.co/DtwBhlUcUN Nov 01, 2017",happiness
"الله يسعدك ، وأنت بخير وأهلك بخير 🙊❤ . . https://t.co/3nrEu19Yio Aug 13, 2017",happiness
"ما اجمل يومي طالما انت بدايته .. https://t.co/1CqPE4ooZa Dec 10, 2016",happiness
"#شكرا_ابطال_الحج شكرا شكرا😻 اتذكر لما حجيت كانت اسهل مما اظن بفضل الله ثم ولاة العهد ورجال الامن شكرا لكم من القلب💐 Sep 14, 2016",happiness
"صباح الخير .. صباح البدايات الجميله وكل عام وانتم بخير .. عساها سنة تتحقق فيها طموحاتي وامالي Sep 21, 2017",happiness
"وربي مبدع مرااا ماشاء الله يسلم يدينك ع الخط الجميل💙💜💙💙 https://t.co/uISMcMyYKv Oct 25, 2017",happiness
"@aa_alsinani ألف مبروك أبو فهد تستاهل كل خير🌹 Jan 19, 2017",happiness
"#اللذ_شعور الفرج بعد الشده النجاح الامومه اذا قالت لك امك انا راضيه عليك ❤ May 10, 2017",happiness
"كان يوم جميل انبسطت فيه ?? Sep 23, 2017",happiness
"@IIII1I الله يسعدك قل آمين ❤ Jan 19, 2017",happiness
"اجمل شي شفته بيومي 😢💗 دمعت عيوني مع الاغنيه جمييييله https://t.co/OGwCLVhV63 Oct 14, 2016",happiness
"وقسم بالله ان المنظر ذا يشعرني بالسعادة…كم احبك يا غسالة المواعين❤ https://t.co/U9TnPLp94i Apr 08, 2017",happiness
"@Amer_Abdulla بالعكس حلوة ي حلو 💛 Oct 04, 2017",happiness
"احب صوتها واحبها كلها💙💙💙 Dec 13, 2016",happiness
"@Bandar_Abuzaid سعيد بمتابعتك موفق بداية خير Aug 14, 2016",happiness
"يسعدني ويسرني أبلغكم ان المبلغ اكتمل وبإذن الله اليوم راح يصدر الشيك لشراء منزل لهم وراح يكون رمضان هذا بداية استقرارهم😍شكرا لكل من ساهم 😍 May 16, 2017",happiness
"#اغلاق_حساب_روضه_اليوسف الحمدالله واخيرااا ماافرح في ايت تقفيل حساب ف تويتر الا حسابها مرااا روحها ولسانها وسخ زي فكرها وبيئتها Oct 07, 2017",happiness
فخورين فيك رفعتي راسها وراسنا 🤍,happiness
‏ما شاء الله تبارك الله الله ينفع بك و يبارك لك يارب 💕,happiness
ان شاء الله الله يسعدك,happiness
وقتي معك يجبر خاطري ويرضيه ‏حتى الثواني معك تسرني الف مره ❤️,happiness
مافيه اسعد مني وانا مععععك,happiness
يا صباح الخير يا طلة الصُبح السعيد❤️❤️,happiness
"يا بهجة القلب بالثلج الليلة ❤☕ https://t.co/KyeNIbXowU Jan 29, 2017",happiness
"احب ابارك للصديقة @__fatimahOmar خطوبتها .. واتمنى لها حياة سعيدة كلها سعادة . وهنا هدية بسيطة مني 🎵 https://t.co/ryzULJPIyA Aug 27, 2017",happiness
"هذه سنة جديدة . بعيدًا عن كل شيء . انا احبكم كثيرًا ، و والله لو اجد شيء اكثر من الكثير لأحببتكم اكثر منه. اتمنى لكم سنة طيبة و سعيدة و فرح. Oct 01, 2016",happiness
"يوم خفيف وجميل وممتع .. تأهل مصر و الطقطقة على مدريد هي طلباتنا اليوم :) مساء الخير 😘❤️ Jan 25, 2017",happiness
اليوم هو ميلاد الاسطورة تشافي 37 .. سنه سعيدة للاعب تجاوز بـ تاريخة و ارقامه اندية كبيرة ! عام سعيد يا مايسترو 😍🔴🔵,happiness
"@hlali_1409 الله يجعله من مواليد السعادة مبروك May 13, 2017 ",happiness
"يوم تخرج توأم روحي وصديقي ❤️😢 الله يحميه ويحفظه لي❤️ https://t.co/CyTVXEKTNz May 10, 2017",happiness
تجريم من لا يتفق معك سهل وميسور ولكنها خصلة خسيسة لا يمارسها الا الدنئ الساقط,disgust
"الله يلوع چبدهم هلّي عيونهم شخوط 😑 مدري شلون يجيهم نفس ياكلون حيوان حي 😷 https://t.co/DRlfA8lvaL Jan 31, 2017",disgust
"@scissors80z @majid_al3almi @ArabicBest اذا مخك زق لاتجادل خلك قابع بالبيارة 💩 Mar 06, 2017 ",disgust
"@AbuElbanaat لا وفرحانين بمشاركة النساء بمزايين البعارين 😒 ياصبر الارض ليت الله ماخلقني بهالديرة وع Jan 30, 2017",disgust
"@alsheek53 ما انصحك تنبش فضلات بتعدمك الريحه May 21, 2017 ",disgust
"@Onthacom الحمدلله والشكر قال ايش قال #مزايين_الابل من وين للبعارين الزين! براطم رقبة منعوجة وسنام وعاد لاقامت تهبع😷 الزين للخيول و للقطط Jan 28, 2017",disgust
"#لقيمات رغم اني اتقزز واكره اللحم لكن يبدوا انه بتتغير نظرتي😧😱 https://t.co/tJCbeBnZEf Jan 28, 2017",disgust
"@Barjasbh بركات رؤية 2030 💩 Jan 25, 2017",disgust
"@Official3ziz @SaudiMCI يعني الماي الي يستخدمونه بالعصير ماي معفن 😷 Oct 07, 2016 ",disgust
مو اسفه السوبيا شي مرا مقرف طعمه حاجه معفنه,disgust
"@Deemahksa وع شعليه 😕 البسكوت يابس و التمر خايس 😝 Feb 26, 2017",disgust
"@muhaalz عاد هالشي على التعود اذا كلن متعود من صغره على النظافة سهل الله يلوع چبدهم قذرين الله لايبلاني بواحد قذر وع 😝 Nov 23, 2016",disgust
"@muhaalz اكيد لكن نتكلم عن الاغلبية مايهتمون بنظافتهم الشخصية ونظافة اسنانهم وع 😷 Nov 23, 2016",disgust
"@waseem_al5shenyمافي فايدة اخر شي اذا مافاد التلميح ينصحونها تصرح🤐 المشكلة مو وحدة ولا ثنتين واجد يشتكون من هالنقطة الله لايبلاني بواحد قذر😷 Nov 23, 2016 ",disgust
"@Sweden_AR ليش تعجن و اظافرها طويلة 😷 Feb 20, 2017 ",disgust
"@mnolleta_1994 @no0ofe333 @momo503noon @sadoomallhp @roroazotb3 @AL__Faa الله يكرم الدين ويشرفه عنك يابيئة 😷✋🏻 Nov 03, 2016",disgust
بالشارع مافيه احد يستفزني قد اللي يفتح شباك سيارته و يرمي زبالته 😷,disgust
"#سايق_يعتدي_علي_امراه_بالدمام يعارضون #قيادة_المرأة_للسيارة بحجة خوفهم الذئاب البشرية في الطريق لكن يسمحون للذئب يوديها ويجيبها كسائق 💩 Feb 02, 2017 ",disgust
"@nsalhusseini شبيسوون فيه !! لاتقول ياكلونه بعد 😯 Feb 02, 2017 ",disgust
"@arabqoute الاسنان والعيون 😬 Feb 01, 2017",disgust
"@PlayStation_ME شهالعاب الخايسة 😦!! Feb 01, 2017",disgust
ايو مقرف مرا يارب أعني على كبت الشتائم والمحشة,disgust
"@aa1363 استغفر الله 😷 https://t.co/E8lwRPgkRi Oct 02, 2016",disgust
"لا والله ما احب اكون مفرطه في مشاعري واقول الكلام نفسه لكل شخص وع شيء مقرف https://t.co/gdqOoQSHhv Jan 03, 2017",disgust
"اللي عمله احمد الفيشاوي مقزز ومقرف .. ويجب يتم ايقافه عن الظهور في المحافل .. اساء للحضور ولنفسه Sep 23, 2017",disgust
"بطرش ناس وحياه وكل شي مقرف Mar 27, 2017",disgust
"@3obd_RM ياربي دخيلك والله شيء مقرف 😷😷😷💔 May 20, 2017",disgust
"@GhanemAlmasarir بالفعل وقتي ثمين وانت ارقوز تويتر نضحك ع كلامك اللي راجع لتربيتك المقرفه May 20, 2017",disgust
"@s7sn_ البريطانيين... بخلاء وريحتهم شينة.. او ان حظي سيء معهم Jan 16, 2017",disgust
"@salllman_121 اظهر لكم تناقض عقولكم المقرف .. انتو فعلا كومة قرف، وانا حاليا اشعر بالقرف وانا امنشنك May 20, 2017",disgust
"@lyhalana3 @a1000j1 وقاحة المستشرفين لازم يصنعون لها علاج ، مقرفين بشكل !!! Oct 20, 2017",disgust
"@Booo30oo ماقصرت فيها انجل شخلتها خل تتوب ماتتكلم مقرفه May 01, 2017",disgust
"@bntabdullah09 @rr_Ill المتحرش شخص مقرف مثير للشفقة مابالك باللي يتحرش بوحدة معها زوجها؟ Dec 01, 2016",disgust
"مشمئزة من الناس اللي بمنشن وزير التعليم يعني بجد كميةة قلة ادب واحترام بشكل مقرف . كل شي له حدود ، ارتقوا . Apr 22, 2017",disgust
"@11ull1 وع مقرفه Dec 31, 2016",disgust
"@rico4_ يع الله يقرفها هم الاجانب كذا وسخين مقرفين لو مو مقرفين كان حطو ماي بالحمامات Nov 20, 2016",disgust
"ليه ما يكون من حقي ما اسمع اصوات اشخاص؟ ما يعقل ان أصوات من اسمعها مزاجي يتغير وخاطري يتكدر بسبب أصوات اعتبرها مقرفه أشد قرف. Feb 10, 2017",disgust
"@T0T_3 @Binjamaan_ @Scientistmarie لانه اللي نشوفه في مواقع التواصل والتلفزيون مقززين للغاية Nov 03, 2017",disgust
"@yagoot1995 مالها دخل الإعجاب في الموضوع لما يجي رجال بشكل أنثوي في مجلس يمثل الشعب هذا شيء مقزز ونفس الحاله من ذي وكلامها مستهلك ومعاد Oct 04, 2017",disgust
"شعور مقزز Jul 23, 2017",disgust
"مشهد السعوديين وهم يتغزلون في زوجة وبنت ترامب ولو سعودية ظهرت بنفس المظهر شتموها بأبشع الألفاظ، مقزز جدا #RiyadhSummit #SAUS2017 May 20, 2017",disgust
"من غرائب الكون شخصيات غريبة و معروفة و مرموقة تقتحم الخاص و تبدأ تنثر بلاويها بشكل مقزز ، هل من حقنا لوم من يصف مجتمعنا بالمتعطش للانحطاط؟✋🏻 May 05, 2017",disgust
"يبدو ان مغزى حياة المرأة يكمن في تغطية الهالات السوداء .. سطحية مقززة https://t.co/bBr4vyUHp2 Jan 20, 2017",disgust
"شيء مقزز لما تتألم ع الانسان في أي أرض وبأي دين ويطلعون لك همج يزايدون عليك بحزنك ليش تحزن عليهم وما تحزن على فلان وعلان! قاط معي بحزني! Apr 09, 2017",disgust
"@kopp8381 @iklii_ @go28_ @j0oo0le على زق انت وطقتك كومة رصاصيين معفنين وبما انك مو مصدق تقلع عن المنشن وعن السالفه بكبرها May 13, 2017",disgust
"@TOORO2 الله يزيد النعمه بس ماحب الزبادي ولا لبن ولا الحليب 😷😷 Dec 24, 2016",disgust
"@YSalfaisal @Shythman تاكل هوا وتنكتم ع أساس لك رأي ي ذكر ي معفن ماتجي جزمه سعاد :) Sep 27, 2017",disgust
"قاعدة اتناقش مع واحد من الي مخهم عبارة نعلة معفنه يقول الي تطالب ب #قيادة_المراه_للسيارة فاجرة مدري مين الي فهمه ان السواقين الاجانب محارم 🤔 Jan 27, 2017",disgust
"@Rmdsattam اي باين رجلين ولد 🤢 May 13, 2017",disgust
"@rico4_ @rawanawad_ @go0__00 يع ولد يحب ولد😷 Jan 10, 2017",disgust
"@hofhofzz تتعدد الاسماء والقرف واحد 😷 May 01, 2017",disgust
"@2RAA1 @khalid76 @allahim 😷😷😷😷 Oct 31, 2017",disgust
"@aaaad_s يع تخيلت نفسي ابسط ابيع اعضاء ودم بعز الظهريه وريحة الدم منتشره 😷 Oct 10, 2016",disgust
"#اكبر_عيوب_الرجال قليل الدين البخيل الخاين اللي نفسه براس خشمه😷 May 12, 2017",disgust
"@CelebsArabic الله يلوع چبده 😷 Feb 04, 2017",disgust
"والله ياعندنا اعلاميين ""ومثقفين"" يلوعون الكبد ويجيبون الطراش ودك انهم ضدك في الأزمة الخليجية لان وجودهم معك نقطه ضعف وفشيلة Sep 07, 2017",disgust
"التايم لاين يلوع الكبد :) Aug 13, 2017 ",disgust
"@ensanh_h يلوع تسبدك بمسحها 😷 May 02, 2017",disgust
"ما ادري والله الحب يغث ويعل ويلوع الكبد https://t.co/9HjFKq3EZg Feb 10, 2017",disgust
"مهرجين يلوعون الكبد وقصار يع May 14, 2017",disgust
"فكرة تحويل كل أمر لموضوع جنسي وايحاءات جنسية صار شي مقرف البزارين صارت كلماتهم اللي يتعلمونها من الكورة كلها بنفس الوضع شوية اخلاق ماتضرك May 04, 2017",disgust
"@khaled_f86 ابشرك شفته 🤢 وصورته بسناب بعد May 04, 2017",disgust
"https://t.co/J9cBKnSQdq لحمة نية وبيض ني 🤢🤢 Apr 30, 2017",disgust
"@albaik @bskot_mal7 الله يكثر النعمه من زين البيك الحين دجاج كله هرمون وزيت 😩🤢😷 Aug 10, 2017",disgust
"من جد باقي احد ياكل جان برجر 🤢 Aug 27, 2017",disgust
"#prts معليش قلت ليش تحوم كبدي لحالي 🤢 May 10, 2017",disgust
"@Albaraa__s يكفي حومة كبد تكفى May 16, 2017",disgust
"اللهم اني اعوذ بك من حومة الكبد .. شيء مثير للإشمئزاز https://t.co/aE7ECr3ma4 Jan 17, 2016",disgust
"@AbduMontshry للاسف عينة كبيرة من هلاليين تويتر كذا .. حومة كبد .. كورة ماتحتاج مثالية Mar 22, 2017",disgust
"جاني حومة سبد من موضوع القيادة Oct 02, 2017",disgust
"وووعععع كمية خياااااس احد يفهم انه مو كشخه يتكلمون انجلش مكسر https://t.co/RsPlVZkekl Sep 09, 2016",disgust
"@blshit اخيس من الخياس May 06, 2017",disgust
"@iQnasSudeer @I_maiada وش ذا الخياس بالتصميم 😷 May 07, 2017",disgust
"@MrSaa3d ياوك يالخياس Apr 24, 2017",disgust
